assessment_id,student_id,subject,assessment_type,date,max_marks,obtained_marks,percentage,grade,term,remarks
ASS_INST_001_000220,STU_INST_001_0015,Social Studies,Half Yearly Exam,2025-07-23,50,31,62.6,B2,First Term,Good
ASS_INST_001_000221,STU_INST_001_0015,Accountancy,Practical Exam,2025-08-08,50,26,53.9,C1,First Term,Satisfactory
ASS_INST_001_000222,STU_INST_001_0015,Science,Half Yearly Exam,2025-09-04,100,65,65.7,B2,Second Term,Good
ASS_INST_001_000223,STU_INST_001_0015,Economics,Monthly Test,2025-06-25,25,8,35.8,D,Final Term,Needs Improvement
ASS_INST_001_000224,STU_INST_001_0015,Chemistry,Practical Exam,2025-08-29,25,8,32.8,D,Final Term,Needs Improvement
ASS_INST_001_000225,STU_INST_001_0015,Biology,Internal Assessment,2025-09-14,20,13,66.0,B2,Second Term,Good
ASS_INST_001_000226,STU_INST_001_0015,Biology,Practical Exam,2025-09-13,50,36,72.1,B1,Second Term,Very Good
ASS_INST_001_000227,STU_INST_001_0015,Science,Quiz,2025-07-19,50,44,89.4,A2,Second Term,Excellent
ASS_INST_001_000228,STU_INST_001_0015,English,Project Work,2025-06-29,100,80,80.3,A2,First Term,Excellent
ASS_INST_001_000229,STU_INST_001_0015,English,Project Work,2025-07-12,80,60,75.7,B1,Final Term,Very Good
ASS_INST_001_000230,STU_INST_001_0015,Hindi,Monthly Test,2025-07-20,25,21,87.2,A2,Final Term,Excellent
ASS_INST_001_000231,STU_INST_001_0016,Accountancy,Final Exam,2025-07-30,100,62,62.8,B2,First Term,Good
ASS_INST_001_000232,STU_INST_001_0016,Sanskrit,Monthly Test,2025-09-15,100,47,47.8,C2,Final Term,Needs Improvement
ASS_INST_001_000233,STU_INST_001_0016,Science,Project Work,2025-05-29,100,70,70.4,B1,First Term,Very Good
ASS_INST_001_000234,STU_INST_001_0016,English,Assignment,2025-09-07,80,55,69.8,B2,First Term,Good
ASS_INST_001_000235,STU_INST_001_0016,Science,Project Work,2025-06-14,80,43,53.9,C1,Second Term,Satisfactory
ASS_INST_001_000236,STU_INST_001_0016,Science,Internal Assessment,2025-07-26,100,32,32.4,D,Second Term,Needs Improvement
ASS_INST_001_000237,STU_INST_001_0016,Science,Internal Assessment,2025-08-07,50,10,21.9,D,Second Term,Needs Improvement
ASS_INST_001_000238,STU_INST_001_0016,Economics,Internal Assessment,2025-06-13,80,55,69.2,B2,Final Term,Good
ASS_INST_001_000239,STU_INST_001_0016,Science,Final Exam,2025-07-15,25,15,62.6,B2,Final Term,Good
ASS_INST_001_000240,STU_INST_001_0016,Social Studies,Project Work,2025-06-26,100,65,65.1,B2,Final Term,Good
ASS_INST_001_000241,STU_INST_001_0016,English,Internal Assessment,2025-09-12,80,55,69.8,B2,Second Term,Good
ASS_INST_001_000242,STU_INST_001_0016,Chemistry,Unit Test,2025-09-15,20,7,37.8,D,Final Term,Needs Improvement
ASS_INST_001_000243,STU_INST_001_0016,Computer Science,Quiz,2025-08-28,80,16,20.2,D,Final Term,Needs Improvement
ASS_INST_001_000244,STU_INST_001_0016,Science,Internal Assessment,2025-07-02,50,31,63.3,B2,Second Term,Good
ASS_INST_001_000245,STU_INST_001_0016,Social Studies,Unit Test,2025-07-13,50,37,75.6,B1,Final Term,Very Good
ASS_INST_001_000246,STU_INST_001_0017,Hindi,Final Exam,2025-06-27,20,13,68.8,B2,Second Term,Good
ASS_INST_001_000247,STU_INST_001_0017,Accountancy,Monthly Test,2025-07-31,50,17,35.7,D,First Term,Needs Improvement
ASS_INST_001_000248,STU_INST_001_0017,Science,Final Exam,2025-08-19,20,13,66.8,B2,Second Term,Good
ASS_INST_001_000249,STU_INST_001_0017,Accountancy,Project Work,2025-08-29,20,8,42.2,C2,Second Term,Needs Improvement
ASS_INST_001_000250,STU_INST_001_0017,Computer Science,Monthly Test,2025-07-21,100,34,34.7,D,Second Term,Needs Improvement
ASS_INST_001_000251,STU_INST_001_0017,Accountancy,Final Exam,2025-05-24,50,31,62.3,B2,Final Term,Good
ASS_INST_001_000252,STU_INST_001_0017,Chemistry,Practical Exam,2025-07-11,50,32,65.4,B2,Second Term,Good
ASS_INST_001_000253,STU_INST_001_0017,Science,Internal Assessment,2025-07-31,50,30,60.7,B2,Final Term,Good
ASS_INST_001_000254,STU_INST_001_0017,Hindi,Internal Assessment,2025-06-18,50,35,70.3,B1,First Term,Very Good
ASS_INST_001_000255,STU_INST_001_0017,Physics,Final Exam,2025-08-03,50,24,48.2,C2,Second Term,Needs Improvement
ASS_INST_001_000256,STU_INST_001_0017,Hindi,Unit Test,2025-08-10,100,63,64.0,B2,First Term,Good
ASS_INST_001_000257,STU_INST_001_0017,Social Studies,Internal Assessment,2025-07-29,20,10,53.7,C1,Final Term,Satisfactory
ASS_INST_001_000258,STU_INST_001_0018,Biology,Practical Exam,2025-08-27,80,35,44.4,C2,Second Term,Needs Improvement
ASS_INST_001_000259,STU_INST_001_0018,Mathematics,Unit Test,2025-09-08,100,53,53.8,C1,Second Term,Satisfactory
ASS_INST_001_000260,STU_INST_001_0018,Hindi,Half Yearly Exam,2025-07-30,80,54,68.0,B2,Final Term,Good
ASS_INST_001_000261,STU_INST_001_0018,Science,Internal Assessment,2025-07-04,80,43,54.2,C1,Second Term,Satisfactory
ASS_INST_001_000262,STU_INST_001_0018,Physics,Monthly Test,2025-06-04,25,15,60.2,B2,Second Term,Good
ASS_INST_001_000263,STU_INST_001_0018,English,Project Work,2025-07-08,100,49,49.1,C2,Final Term,Needs Improvement
ASS_INST_001_000264,STU_INST_001_0018,Biology,Viva Voce,2025-07-30,50,28,57.7,C1,Final Term,Satisfactory
ASS_INST_001_000265,STU_INST_001_0018,English,Internal Assessment,2025-08-17,100,67,67.5,B2,First Term,Good
ASS_INST_001_000266,STU_INST_001_0018,Mathematics,Monthly Test,2025-08-08,20,16,82.8,A2,Second Term,Excellent
ASS_INST_001_000267,STU_INST_001_0018,Hindi,Quiz,2025-09-07,100,70,70.7,B1,Final Term,Very Good
ASS_INST_001_000268,STU_INST_001_0018,Economics,Internal Assessment,2025-05-19,25,11,47.9,C2,Final Term,Needs Improvement
ASS_INST_001_000269,STU_INST_001_0018,Mathematics,Quiz,2025-08-13,50,34,69.5,B2,Final Term,Good
ASS_INST_001_000270,STU_INST_001_0018,Social Studies,Practical Exam,2025-06-15,20,11,58.8,C1,First Term,Satisfactory
ASS_INST_001_000271,STU_INST_001_0018,Mathematics,Unit Test,2025-09-08,25,9,38.0,D,Final Term,Needs Improvement
ASS_INST_001_000272,STU_INST_001_0018,Biology,Internal Assessment,2025-07-19,50,29,59.1,C1,Final Term,Satisfactory
ASS_INST_001_000273,STU_INST_001_0018,Physics,Final Exam,2025-08-06,25,7,28.6,D,Final Term,Needs Improvement
ASS_INST_001_000274,STU_INST_001_0019,Biology,Final Exam,2025-09-12,100,57,58.0,C1,First Term,Satisfactory
ASS_INST_001_000275,STU_INST_001_0019,Economics,Half Yearly Exam,2025-08-10,50,39,79.3,B1,Final Term,Very Good
ASS_INST_001_000276,STU_INST_001_0019,Sanskrit,Practical Exam,2025-09-14,80,50,62.6,B2,Second Term,Good
ASS_INST_001_000277,STU_INST_001_0019,Sanskrit,Half Yearly Exam,2025-06-09,20,13,69.4,B2,Second Term,Good
ASS_INST_001_000278,STU_INST_001_0019,Biology,Assignment,2025-07-31,100,41,41.0,C2,First Term,Needs Improvement
ASS_INST_001_000279,STU_INST_001_0019,Hindi,Internal Assessment,2025-06-14,20,11,56.5,C1,Second Term,Satisfactory
ASS_INST_001_000280,STU_INST_001_0019,Chemistry,Quiz,2025-06-16,50,30,60.4,B2,Second Term,Good
ASS_INST_001_000281,STU_INST_001_0019,Chemistry,Practical Exam,2025-07-18,80,33,42.3,C2,Final Term,Needs Improvement
ASS_INST_001_000282,STU_INST_001_0019,Social Studies,Practical Exam,2025-07-04,100,60,60.1,B2,First Term,Good
ASS_INST_001_000283,STU_INST_001_0019,Physics,Project Work,2025-08-19,100,55,56.0,C1,Final Term,Satisfactory
ASS_INST_001_000284,STU_INST_001_0019,Computer Science,Assignment,2025-06-21,25,15,60.3,B2,Second Term,Good
ASS_INST_001_000285,STU_INST_001_0019,Physics,Quiz,2025-08-27,50,14,29.3,D,Final Term,Needs Improvement
ASS_INST_001_000286,STU_INST_001_0019,Hindi,Monthly Test,2025-07-20,25,17,70.8,B1,First Term,Very Good
ASS_INST_001_000287,STU_INST_001_0019,Sanskrit,Quiz,2025-09-13,100,55,55.9,C1,Second Term,Satisfactory
ASS_INST_001_000288,STU_INST_001_0019,Social Studies,Half Yearly Exam,2025-07-06,25,11,45.7,C2,Final Term,Needs Improvement
ASS_INST_001_000289,STU_INST_001_0019,Science,Internal Assessment,2025-06-25,100,46,46.1,C2,Final Term,Needs Improvement
ASS_INST_001_000290,STU_INST_001_0019,Hindi,Internal Assessment,2025-08-17,25,11,47.1,C2,First Term,Needs Improvement
ASS_INST_001_000291,STU_INST_001_0020,English,Final Exam,2025-09-09,80,32,41.0,C2,Final Term,Needs Improvement
ASS_INST_001_000292,STU_INST_001_0020,Accountancy,Internal Assessment,2025-07-21,80,61,77.3,B1,Second Term,Very Good
ASS_INST_001_000293,STU_INST_001_0020,Chemistry,Monthly Test,2025-07-19,100,73,73.2,B1,Second Term,Very Good
ASS_INST_001_000294,STU_INST_001_0020,Social Studies,Practical Exam,2025-08-25,100,74,74.4,B1,First Term,Very Good
ASS_INST_001_000295,STU_INST_001_0020,Sanskrit,Internal Assessment,2025-06-07,20,16,83.1,A2,Final Term,Excellent
ASS_INST_001_000296,STU_INST_001_0020,English,Final Exam,2025-07-08,50,29,59.3,C1,First Term,Satisfactory
ASS_INST_001_000297,STU_INST_001_0020,Accountancy,Monthly Test,2025-08-16,80,20,26.1,D,Final Term,Needs Improvement
ASS_INST_001_000298,STU_INST_001_0020,Chemistry,Monthly Test,2025-05-26,25,16,67.2,B2,Second Term,Good
ASS_INST_001_000299,STU_INST_001_0020,Physics,Internal Assessment,2025-05-25,50,33,66.5,B2,First Term,Good
ASS_INST_001_000300,STU_INST_001_0020,Hindi,Monthly Test,2025-06-11,20,16,83.8,A2,Second Term,Excellent
ASS_INST_001_000301,STU_INST_001_0020,Economics,Quiz,2025-07-28,20,15,75.4,B1,Final Term,Very Good
ASS_INST_001_000302,STU_INST_001_0020,Chemistry,Quiz,2025-09-12,50,29,58.3,C1,Second Term,Satisfactory
ASS_INST_001_000303,STU_INST_001_0020,Computer Science,Quiz,2025-06-13,80,42,53.3,C1,First Term,Satisfactory
ASS_INST_001_000304,STU_INST_001_0021,Science,Viva Voce,2025-08-17,100,79,79.6,B1,Final Term,Very Good
ASS_INST_001_000305,STU_INST_001_0021,Accountancy,Quiz,2025-07-08,20,2,13.7,D,First Term,Needs Improvement
ASS_INST_001_000306,STU_INST_001_0021,Social Studies,Final Exam,2025-05-25,50,32,65.8,B2,Final Term,Good
ASS_INST_001_000307,STU_INST_001_0021,Hindi,Unit Test,2025-08-19,80,62,78.5,B1,First Term,Very Good
ASS_INST_001_000308,STU_INST_001_0021,Economics,Project Work,2025-08-18,20,11,59.3,C1,Final Term,Satisfactory
ASS_INST_001_000309,STU_INST_001_0021,Computer Science,Half Yearly Exam,2025-07-09,25,13,54.6,C1,Second Term,Satisfactory
ASS_INST_001_000310,STU_INST_001_0021,Social Studies,Viva Voce,2025-05-27,50,33,66.8,B2,Final Term,Good
ASS_INST_001_000311,STU_INST_001_0021,Economics,Project Work,2025-08-31,100,85,85.8,A2,First Term,Excellent
ASS_INST_001_000312,STU_INST_001_0021,Social Studies,Assignment,2025-08-23,80,55,69.6,B2,Final Term,Good
ASS_INST_001_000313,STU_INST_001_0021,Physics,Quiz,2025-06-13,25,12,49.3,C2,Second Term,Needs Improvement
ASS_INST_001_000314,STU_INST_001_0021,Computer Science,Assignment,2025-06-17,25,20,83.4,A2,Final Term,Excellent
ASS_INST_001_000315,STU_INST_001_0021,Hindi,Practical Exam,2025-08-01,25,21,86.9,A2,Second Term,Excellent
ASS_INST_001_000316,STU_INST_001_0021,Social Studies,Viva Voce,2025-08-19,80,37,47.0,C2,First Term,Needs Improvement
ASS_INST_001_000317,STU_INST_001_0021,Sanskrit,Unit Test,2025-06-28,80,80,100.0,A1,First Term,Outstanding
ASS_INST_001_000318,STU_INST_001_0021,English,Project Work,2025-06-15,20,12,61.5,B2,First Term,Good
ASS_INST_001_000319,STU_INST_001_0022,Computer Science,Quiz,2025-05-28,20,15,78.8,B1,Final Term,Very Good
ASS_INST_001_000320,STU_INST_001_0022,Accountancy,Quiz,2025-08-29,25,18,74.8,B1,Second Term,Very Good
ASS_INST_001_000321,STU_INST_001_0022,Biology,Monthly Test,2025-08-08,25,12,49.1,C2,First Term,Needs Improvement
ASS_INST_001_000322,STU_INST_001_0022,Physics,Practical Exam,2025-05-25,100,53,53.6,C1,First Term,Satisfactory
ASS_INST_001_000323,STU_INST_001_0022,Science,Internal Assessment,2025-07-27,50,31,62.9,B2,Second Term,Good
ASS_INST_001_000324,STU_INST_001_0022,Accountancy,Internal Assessment,2025-06-10,100,28,28.0,D,Second Term,Needs Improvement
ASS_INST_001_000325,STU_INST_001_0022,Computer Science,Internal Assessment,2025-05-21,100,76,76.5,B1,First Term,Very Good
ASS_INST_001_000326,STU_INST_001_0022,Sanskrit,Assignment,2025-06-05,25,6,27.6,D,Second Term,Needs Improvement
ASS_INST_001_000327,STU_INST_001_0022,Physics,Final Exam,2025-09-03,20,12,62.0,B2,First Term,Good
ASS_INST_001_000328,STU_INST_001_0022,Chemistry,Practical Exam,2025-06-11,50,24,49.6,C2,Final Term,Needs Improvement
ASS_INST_001_000329,STU_INST_001_0022,Mathematics,Final Exam,2025-07-26,100,72,72.1,B1,First Term,Very Good
ASS_INST_001_000330,STU_INST_001_0022,Chemistry,Quiz,2025-08-04,20,4,22.0,D,Final Term,Needs Improvement
ASS_INST_001_000331,STU_INST_001_0022,Biology,Final Exam,2025-06-19,100,31,31.8,D,First Term,Needs Improvement
ASS_INST_001_000332,STU_INST_001_0023,Hindi,Assignment,2025-07-14,50,26,53.6,C1,Final Term,Satisfactory
ASS_INST_001_000333,STU_INST_001_0023,Biology,Final Exam,2025-05-23,20,14,73.7,B1,Second Term,Very Good
ASS_INST_001_000334,STU_INST_001_0023,Economics,Project Work,2025-09-05,20,13,68.3,B2,Final Term,Good
ASS_INST_001_000335,STU_INST_001_0023,Social Studies,Final Exam,2025-08-09,100,83,83.2,A2,First Term,Excellent
ASS_INST_001_000336,STU_INST_001_0023,Social Studies,Assignment,2025-06-27,20,13,66.3,B2,First Term,Good
ASS_INST_001_000337,STU_INST_001_0023,Physics,Assignment,2025-09-09,80,51,64.0,B2,Second Term,Good
ASS_INST_001_000338,STU_INST_001_0023,Science,Internal Assessment,2025-06-11,25,11,45.0,C2,First Term,Needs Improvement
ASS_INST_001_000339,STU_INST_001_0023,Physics,Monthly Test,2025-08-04,80,48,60.3,B2,Final Term,Good
ASS_INST_001_000340,STU_INST_001_0023,Sanskrit,Quiz,2025-07-19,50,31,64.0,B2,Final Term,Good
ASS_INST_001_000341,STU_INST_001_0023,Accountancy,Half Yearly Exam,2025-05-22,50,13,27.3,D,First Term,Needs Improvement
ASS_INST_001_000342,STU_INST_001_0023,Accountancy,Internal Assessment,2025-08-20,100,48,48.3,C2,Final Term,Needs Improvement
ASS_INST_001_000343,STU_INST_001_0023,Computer Science,Practical Exam,2025-09-10,25,18,72.7,B1,Second Term,Very Good
ASS_INST_001_000344,STU_INST_001_0023,Sanskrit,Monthly Test,2025-07-24,80,54,67.5,B2,First Term,Good
ASS_INST_001_000345,STU_INST_001_0023,Physics,Practical Exam,2025-09-06,50,29,59.8,C1,First Term,Satisfactory
ASS_INST_001_000346,STU_INST_001_0023,Hindi,Quiz,2025-06-14,25,13,53.4,C1,First Term,Satisfactory
ASS_INST_001_000347,STU_INST_001_0024,Chemistry,Half Yearly Exam,2025-05-20,20,3,15.3,D,Second Term,Needs Improvement
ASS_INST_001_000348,STU_INST_001_0024,Biology,Unit Test,2025-09-03,100,7,7.5,D,First Term,Needs Improvement
ASS_INST_001_000349,STU_INST_001_0024,Sanskrit,Half Yearly Exam,2025-06-21,80,32,41.2,C2,First Term,Needs Improvement
ASS_INST_001_000350,STU_INST_001_0024,Hindi,Internal Assessment,2025-09-13,25,18,73.5,B1,First Term,Very Good
ASS_INST_001_000351,STU_INST_001_0024,Economics,Project Work,2025-07-25,20,9,47.4,C2,First Term,Needs Improvement
ASS_INST_001_000352,STU_INST_001_0024,Accountancy,Unit Test,2025-07-06,20,13,65.1,B2,Second Term,Good
ASS_INST_001_000353,STU_INST_001_0024,Economics,Viva Voce,2025-06-29,100,25,25.5,D,First Term,Needs Improvement
ASS_INST_001_000354,STU_INST_001_0024,Accountancy,Project Work,2025-07-03,50,25,51.8,C1,Final Term,Satisfactory
ASS_INST_001_000355,STU_INST_001_0024,Computer Science,Assignment,2025-07-02,25,8,34.0,D,Second Term,Needs Improvement
ASS_INST_001_000356,STU_INST_001_0024,Social Studies,Unit Test,2025-05-21,20,6,33.3,D,First Term,Needs Improvement
ASS_INST_001_000357,STU_INST_001_0024,Chemistry,Monthly Test,2025-08-20,80,48,60.1,B2,Final Term,Good
ASS_INST_001_000358,STU_INST_001_0024,Hindi,Half Yearly Exam,2025-07-25,100,44,44.5,C2,First Term,Needs Improvement
ASS_INST_001_000359,STU_INST_001_0024,Hindi,Assignment,2025-06-16,25,5,21.7,D,First Term,Needs Improvement
ASS_INST_001_000360,STU_INST_001_0024,Economics,Project Work,2025-08-23,50,24,48.5,C2,First Term,Needs Improvement
ASS_INST_001_000361,STU_INST_001_0024,Physics,Half Yearly Exam,2025-09-06,80,27,33.8,D,Final Term,Needs Improvement
ASS_INST_001_000362,STU_INST_001_0024,Economics,Practical Exam,2025-07-01,100,20,20.7,D,First Term,Needs Improvement
ASS_INST_001_000363,STU_INST_001_0025,Hindi,Project Work,2025-07-05,25,7,29.7,D,Second Term,Needs Improvement
ASS_INST_001_000364,STU_INST_001_0025,Sanskrit,Internal Assessment,2025-05-28,80,67,84.5,A2,First Term,Excellent
ASS_INST_001_000365,STU_INST_001_0025,Computer Science,Internal Assessment,2025-06-16,80,55,69.4,B2,Second Term,Good
ASS_INST_001_000366,STU_INST_001_0025,Physics,Monthly Test,2025-08-12,50,5,11.4,D,Second Term,Needs Improvement
ASS_INST_001_000367,STU_INST_001_0025,Economics,Viva Voce,2025-08-22,50,22,44.2,C2,First Term,Needs Improvement
ASS_INST_001_000368,STU_INST_001_0025,Science,Quiz,2025-08-20,20,9,45.5,C2,Second Term,Needs Improvement
ASS_INST_001_000369,STU_INST_001_0025,Physics,Quiz,2025-07-17,25,10,42.8,C2,Second Term,Needs Improvement
ASS_INST_001_000370,STU_INST_001_0025,English,Unit Test,2025-08-12,80,28,35.7,D,Final Term,Needs Improvement
ASS_INST_001_000371,STU_INST_001_0025,Chemistry,Final Exam,2025-07-20,20,12,61.1,B2,First Term,Good
ASS_INST_001_000372,STU_INST_001_0025,Physics,Quiz,2025-06-18,25,16,64.6,B2,First Term,Good
ASS_INST_001_000373,STU_INST_001_0025,Biology,Project Work,2025-07-31,80,53,66.5,B2,Final Term,Good
ASS_INST_001_000374,STU_INST_001_0025,Chemistry,Assignment,2025-08-18,50,26,53.6,C1,First Term,Satisfactory
ASS_INST_001_000375,STU_INST_001_0025,Social Studies,Viva Voce,2025-07-02,100,58,58.6,C1,Second Term,Satisfactory
ASS_INST_001_000376,STU_INST_001_0025,Social Studies,Quiz,2025-07-30,20,8,41.4,C2,Second Term,Needs Improvement
ASS_INST_001_000377,STU_INST_001_0026,Computer Science,Viva Voce,2025-07-27,80,22,27.9,D,Second Term,Needs Improvement
ASS_INST_001_000378,STU_INST_001_0026,English,Half Yearly Exam,2025-08-20,80,21,27.4,D,First Term,Needs Improvement
ASS_INST_001_000379,STU_INST_001_0026,Science,Quiz,2025-06-23,25,10,40.9,C2,Final Term,Needs Improvement
ASS_INST_001_000380,STU_INST_001_0026,Science,Monthly Test,2025-05-29,20,10,52.6,C1,Second Term,Satisfactory
ASS_INST_001_000381,STU_INST_001_0026,Mathematics,Half Yearly Exam,2025-08-08,50,16,33.2,D,Second Term,Needs Improvement
ASS_INST_001_000382,STU_INST_001_0026,Mathematics,Final Exam,2025-09-09,100,35,35.9,D,First Term,Needs Improvement
ASS_INST_001_000383,STU_INST_001_0026,Science,Viva Voce,2025-08-12,20,9,49.4,C2,Final Term,Needs Improvement
ASS_INST_001_000384,STU_INST_001_0026,Accountancy,Internal Assessment,2025-08-14,50,35,71.8,B1,First Term,Very Good
ASS_INST_001_000385,STU_INST_001_0026,Hindi,Assignment,2025-09-15,80,49,62.3,B2,Final Term,Good
ASS_INST_001_000386,STU_INST_001_0026,Science,Final Exam,2025-06-21,25,10,40.7,C2,First Term,Needs Improvement
ASS_INST_001_000387,STU_INST_001_0026,Computer Science,Practical Exam,2025-09-15,20,11,57.1,C1,Final Term,Satisfactory
ASS_INST_001_000388,STU_INST_001_0026,Economics,Quiz,2025-09-04,50,16,32.3,D,First Term,Needs Improvement
ASS_INST_001_000389,STU_INST_001_0026,English,Assignment,2025-08-27,20,8,40.7,C2,Second Term,Needs Improvement
ASS_INST_001_000390,STU_INST_001_0027,Physics,Half Yearly Exam,2025-08-31,25,8,33.5,D,Final Term,Needs Improvement
ASS_INST_001_000391,STU_INST_001_0027,Mathematics,Half Yearly Exam,2025-08-08,80,56,71.1,B1,First Term,Very Good
ASS_INST_001_000392,STU_INST_001_0027,Chemistry,Practical Exam,2025-06-19,20,11,58.3,C1,Final Term,Satisfactory
ASS_INST_001_000393,STU_INST_001_0027,Sanskrit,Half Yearly Exam,2025-06-23,20,12,60.5,B2,Final Term,Good
ASS_INST_001_000394,STU_INST_001_0027,Social Studies,Project Work,2025-06-23,100,77,77.9,B1,Final Term,Very Good
ASS_INST_001_000395,STU_INST_001_0027,Sanskrit,Monthly Test,2025-06-29,100,45,45.4,C2,Final Term,Needs Improvement
ASS_INST_001_000396,STU_INST_001_0027,English,Unit Test,2025-07-10,20,14,71.8,B1,Second Term,Very Good
ASS_INST_001_000397,STU_INST_001_0027,Computer Science,Unit Test,2025-08-30,80,79,99.1,A1,Final Term,Outstanding
ASS_INST_001_000398,STU_INST_001_0027,Economics,Monthly Test,2025-06-12,50,22,45.7,C2,Final Term,Needs Improvement
ASS_INST_001_000399,STU_INST_001_0027,Hindi,Assignment,2025-07-16,25,8,35.2,D,Final Term,Needs Improvement
ASS_INST_001_000400,STU_INST_001_0027,Biology,Internal Assessment,2025-08-05,100,40,40.7,C2,Second Term,Needs Improvement
ASS_INST_001_000401,STU_INST_001_0027,Science,Project Work,2025-08-31,25,17,70.4,B1,Second Term,Very Good
ASS_INST_001_000402,STU_INST_001_0027,Biology,Assignment,2025-05-19,50,47,94.8,A1,Final Term,Outstanding
ASS_INST_001_000403,STU_INST_001_0027,Sanskrit,Internal Assessment,2025-09-10,25,23,94.1,A1,Final Term,Outstanding
ASS_INST_001_000404,STU_INST_001_0027,Social Studies,Unit Test,2025-08-24,25,19,78.6,B1,First Term,Very Good
ASS_INST_001_000405,STU_INST_001_0027,Computer Science,Unit Test,2025-06-02,50,39,79.2,B1,First Term,Very Good
ASS_INST_001_000406,STU_INST_001_0027,Biology,Unit Test,2025-07-25,100,71,71.7,B1,Second Term,Very Good
ASS_INST_001_000407,STU_INST_001_0028,Hindi,Unit Test,2025-08-08,100,61,61.4,B2,First Term,Good
ASS_INST_001_000408,STU_INST_001_0028,Biology,Unit Test,2025-08-14,25,13,53.8,C1,First Term,Satisfactory
ASS_INST_001_000409,STU_INST_001_0028,Computer Science,Unit Test,2025-06-29,20,6,34.0,D,Second Term,Needs Improvement
ASS_INST_001_000410,STU_INST_001_0028,Physics,Quiz,2025-09-03,80,63,79.2,B1,First Term,Very Good
