mapping_id,mentor_id,student_id,assigned_date,status,last_interaction,interaction_type,interaction_frequency,communication_mode,parent_contact_frequency,academic_support_provided,counseling_sessions
MAP_INST_001_000178,MEN_INST_001_010,STU_INST_001_0178,2024-08-04,Active,2025-08-30,Progress Update,Monthly,Phone Call,As Needed,False,5
MAP_INST_001_000179,MEN_INST_001_011,STU_INST_001_0179,2023-12-22,Active,2025-09-07,Parent Meeting,Bi-weekly,In Person,As Needed,False,0
MAP_INST_001_000180,MEN_INST_001_012,STU_INST_001_0180,2024-01-10,Active,2025-09-08,Behavioral Discussion,Daily,In Person,Fortnightly,True,4
MAP_INST_001_000181,MEN_INST_001_013,STU_INST_001_0181,2024-10-27,Active,2025-08-27,Progress Update,Monthly,Phone Call,Monthly,True,1
MAP_INST_001_000182,MEN_INST_001_014,STU_INST_001_0182,2023-09-29,Active,2025-08-27,Academic Review,Daily,In Person,Monthly,True,3
MAP_INST_001_000183,MEN_INST_001_015,STU_INST_001_0183,2024-08-12,Active,2025-08-28,Progress Update,Monthly,Phone Call,Fortnightly,True,4
MAP_INST_001_000184,MEN_INST_001_016,STU_INST_001_0184,2025-03-04,Active,2025-08-26,Counseling Session,Monthly,Email,Weekly,False,1
MAP_INST_001_000185,MEN_INST_001_017,STU_INST_001_0185,2024-02-04,Active,2025-09-11,Academic Review,Weekly,WhatsApp,Fortnightly,True,2
MAP_INST_001_000186,MEN_INST_001_018,STU_INST_001_0186,2024-08-04,Active,2025-09-14,Progress Update,Daily,In Person,As Needed,False,5
MAP_INST_001_000187,MEN_INST_001_019,STU_INST_001_0187,2024-11-08,Active,2025-08-26,Behavioral Discussion,Bi-weekly,Email,Monthly,False,2
MAP_INST_001_000188,MEN_INST_001_020,STU_INST_001_0188,2024-08-09,Active,2025-09-14,Progress Update,Bi-weekly,Email,Monthly,True,4
MAP_INST_001_000189,MEN_INST_001_021,STU_INST_001_0189,2024-07-16,Active,2025-08-28,Counseling Session,Monthly,WhatsApp,Fortnightly,False,0
MAP_INST_001_000190,MEN_INST_001_022,STU_INST_001_0190,2024-12-30,Active,2025-09-11,Parent Meeting,Bi-weekly,In Person,Monthly,False,1
MAP_INST_001_000191,MEN_INST_001_023,STU_INST_001_0191,2025-01-19,Active,2025-09-10,Academic Review,Bi-weekly,Email,As Needed,False,0
MAP_INST_001_000192,MEN_INST_001_024,STU_INST_001_0192,2024-01-15,Active,2025-08-26,Behavioral Discussion,Daily,Phone Call,Weekly,True,5
MAP_INST_001_000193,MEN_INST_001_001,STU_INST_001_0193,2024-01-21,Active,2025-08-31,Parent Meeting,Daily,Email,Weekly,True,1
MAP_INST_001_000194,MEN_INST_001_002,STU_INST_001_0194,2024-11-18,Active,2025-09-03,Parent Meeting,Bi-weekly,Email,Monthly,False,2
MAP_INST_001_000195,MEN_INST_001_003,STU_INST_001_0195,2024-04-08,Active,2025-08-28,Progress Update,Monthly,Phone Call,As Needed,False,4
MAP_INST_001_000196,MEN_INST_001_004,STU_INST_001_0196,2025-02-22,Active,2025-09-08,Progress Update,Monthly,In Person,Weekly,False,1
MAP_INST_001_000197,MEN_INST_001_005,STU_INST_001_0197,2025-04-25,Active,2025-08-26,Parent Meeting,Bi-weekly,WhatsApp,As Needed,False,3
MAP_INST_001_000198,MEN_INST_001_006,STU_INST_001_0198,2023-10-03,Active,2025-09-06,Behavioral Discussion,Weekly,Email,Monthly,False,1
MAP_INST_001_000199,MEN_INST_001_007,STU_INST_001_0199,2025-04-12,Active,2025-08-27,Academic Review,Bi-weekly,SMS,Fortnightly,False,0
MAP_INST_001_000200,MEN_INST_001_008,STU_INST_001_0200,2025-06-18,Active,2025-09-01,Parent Meeting,Daily,SMS,As Needed,False,2
MAP_INST_001_000201,MEN_INST_001_009,STU_INST_001_0201,2024-12-22,Active,2025-09-07,Behavioral Discussion,Daily,SMS,As Needed,False,0
MAP_INST_001_000202,MEN_INST_001_010,STU_INST_001_0202,2024-06-30,Active,2025-08-27,Behavioral Discussion,Monthly,Phone Call,Monthly,False,5
MAP_INST_001_000203,MEN_INST_001_011,STU_INST_001_0203,2025-05-01,Active,2025-08-26,Behavioral Discussion,Weekly,WhatsApp,Weekly,True,4
MAP_INST_001_000204,MEN_INST_001_012,STU_INST_001_0204,2025-04-09,Active,2025-08-26,Counseling Session,Monthly,Phone Call,Fortnightly,False,0
MAP_INST_001_000205,MEN_INST_001_013,STU_INST_001_0205,2024-01-02,Active,2025-09-09,Counseling Session,Bi-weekly,In Person,Monthly,False,1
MAP_INST_001_000206,MEN_INST_001_014,STU_INST_001_0206,2024-05-25,Active,2025-09-04,Parent Meeting,Weekly,SMS,Fortnightly,True,1
MAP_INST_001_000207,MEN_INST_001_015,STU_INST_001_0207,2024-08-13,Active,2025-09-16,Parent Meeting,Daily,In Person,Weekly,False,5
MAP_INST_001_000208,MEN_INST_001_016,STU_INST_001_0208,2024-06-13,Active,2025-08-27,Behavioral Discussion,Weekly,Email,Monthly,False,1
MAP_INST_001_000209,MEN_INST_001_017,STU_INST_001_0209,2024-02-18,Active,2025-09-02,Academic Review,Weekly,WhatsApp,As Needed,True,3
MAP_INST_001_000210,MEN_INST_001_018,STU_INST_001_0210,2024-04-17,Active,2025-09-06,Progress Update,Weekly,WhatsApp,Fortnightly,True,5
MAP_INST_001_000211,MEN_INST_001_019,STU_INST_001_0211,2023-11-26,Active,2025-09-13,Behavioral Discussion,Daily,SMS,As Needed,False,4
MAP_INST_001_000212,MEN_INST_001_020,STU_INST_001_0212,2024-11-27,Active,2025-09-13,Behavioral Discussion,Bi-weekly,Phone Call,Fortnightly,False,0
MAP_INST_001_000213,MEN_INST_001_021,STU_INST_001_0213,2024-12-25,Active,2025-08-31,Progress Update,Bi-weekly,Email,As Needed,False,5
MAP_INST_001_000214,MEN_INST_001_022,STU_INST_001_0214,2025-06-25,Active,2025-09-11,Behavioral Discussion,Daily,Phone Call,As Needed,False,3
MAP_INST_001_000215,MEN_INST_001_023,STU_INST_001_0215,2024-02-21,Active,2025-09-01,Parent Meeting,Bi-weekly,Phone Call,Fortnightly,True,1
MAP_INST_001_000216,MEN_INST_001_024,STU_INST_001_0216,2024-02-24,Active,2025-09-16,Parent Meeting,Bi-weekly,Email,Fortnightly,False,2
MAP_INST_001_000217,MEN_INST_001_001,STU_INST_001_0217,2023-11-21,Active,2025-09-05,Progress Update,Monthly,Email,Fortnightly,False,4
MAP_INST_001_000218,MEN_INST_001_002,STU_INST_001_0218,2023-10-14,Active,2025-09-09,Progress Update,Bi-weekly,SMS,Weekly,True,1
MAP_INST_001_000219,MEN_INST_001_003,STU_INST_001_0219,2024-05-19,Active,2025-09-02,Behavioral Discussion,Monthly,Phone Call,Weekly,False,4
MAP_INST_001_000220,MEN_INST_001_004,STU_INST_001_0220,2023-11-29,Active,2025-09-05,Progress Update,Daily,SMS,Fortnightly,True,1
MAP_INST_001_000221,MEN_INST_001_005,STU_INST_001_0221,2023-10-07,Active,2025-09-07,Academic Review,Monthly,SMS,Monthly,True,1
MAP_INST_001_000222,MEN_INST_001_006,STU_INST_001_0222,2024-08-08,Active,2025-09-15,Academic Review,Bi-weekly,In Person,Weekly,False,0
MAP_INST_001_000223,MEN_INST_001_007,STU_INST_001_0223,2024-11-03,Active,2025-09-13,Progress Update,Weekly,Email,As Needed,True,1
MAP_INST_001_000224,MEN_INST_001_008,STU_INST_001_0224,2025-05-22,Active,2025-09-11,Behavioral Discussion,Daily,In Person,Weekly,True,0
MAP_INST_001_000225,MEN_INST_001_009,STU_INST_001_0225,2025-06-29,Active,2025-09-02,Academic Review,Monthly,SMS,As Needed,False,0
MAP_INST_001_000226,MEN_INST_001_010,STU_INST_001_0226,2025-05-10,Active,2025-08-29,Counseling Session,Bi-weekly,In Person,Fortnightly,True,0
MAP_INST_001_000227,MEN_INST_001_011,STU_INST_001_0227,2024-04-22,Active,2025-09-09,Progress Update,Daily,Phone Call,As Needed,False,1
MAP_INST_001_000228,MEN_INST_001_012,STU_INST_001_0228,2024-08-08,Active,2025-09-16,Behavioral Discussion,Weekly,WhatsApp,Weekly,False,0
MAP_INST_001_000229,MEN_INST_001_013,STU_INST_001_0229,2025-01-31,Active,2025-08-31,Behavioral Discussion,Monthly,WhatsApp,Monthly,True,4
MAP_INST_001_000230,MEN_INST_001_014,STU_INST_001_0230,2024-07-24,Active,2025-08-31,Behavioral Discussion,Monthly,Phone Call,Fortnightly,False,5
MAP_INST_001_000231,MEN_INST_001_015,STU_INST_001_0231,2025-03-14,Active,2025-08-31,Academic Review,Bi-weekly,WhatsApp,Fortnightly,True,2
MAP_INST_001_000232,MEN_INST_001_016,STU_INST_001_0232,2024-06-01,Active,2025-08-27,Academic Review,Daily,Phone Call,Weekly,False,3
MAP_INST_001_000233,MEN_INST_001_017,STU_INST_001_0233,2025-01-21,Active,2025-09-16,Parent Meeting,Monthly,WhatsApp,Fortnightly,True,4
MAP_INST_001_000234,MEN_INST_001_018,STU_INST_001_0234,2024-03-31,Active,2025-09-14,Progress Update,Weekly,WhatsApp,As Needed,False,0
MAP_INST_001_000235,MEN_INST_001_019,STU_INST_001_0235,2024-06-06,Active,2025-08-26,Parent Meeting,Daily,In Person,Weekly,True,4
MAP_INST_001_000236,MEN_INST_001_020,STU_INST_001_0236,2023-10-25,Active,2025-08-26,Progress Update,Bi-weekly,WhatsApp,Monthly,False,3
MAP_INST_001_000237,MEN_INST_001_021,STU_INST_001_0237,2024-08-31,Active,2025-09-15,Counseling Session,Bi-weekly,Email,Fortnightly,True,2
MAP_INST_001_000238,MEN_INST_001_022,STU_INST_001_0238,2025-05-14,Active,2025-09-02,Progress Update,Weekly,Phone Call,As Needed,True,1
MAP_INST_001_000239,MEN_INST_001_023,STU_INST_001_0239,2024-12-14,Active,2025-08-28,Counseling Session,Bi-weekly,In Person,Monthly,True,3
MAP_INST_001_000240,MEN_INST_001_024,STU_INST_001_0240,2024-05-15,Active,2025-09-14,Parent Meeting,Daily,WhatsApp,As Needed,False,3
MAP_INST_001_000241,MEN_INST_001_001,STU_INST_001_0241,2025-02-27,Active,2025-08-27,Behavioral Discussion,Bi-weekly,SMS,Fortnightly,True,2
MAP_INST_001_000242,MEN_INST_001_002,STU_INST_001_0242,2024-06-02,Active,2025-09-15,Parent Meeting,Monthly,Phone Call,Fortnightly,False,4
MAP_INST_001_000243,MEN_INST_001_003,STU_INST_001_0243,2023-09-27,Active,2025-09-02,Parent Meeting,Monthly,WhatsApp,Monthly,True,3
MAP_INST_001_000244,MEN_INST_001_004,STU_INST_001_0244,2023-10-30,Active,2025-08-26,Progress Update,Bi-weekly,In Person,As Needed,True,3
MAP_INST_001_000245,MEN_INST_001_005,STU_INST_001_0245,2024-08-06,Active,2025-09-14,Behavioral Discussion,Monthly,In Person,Weekly,False,3
MAP_INST_001_000246,MEN_INST_001_006,STU_INST_001_0246,2024-01-19,Active,2025-09-06,Behavioral Discussion,Weekly,Email,Monthly,False,5
MAP_INST_001_000247,MEN_INST_001_007,STU_INST_001_0247,2024-04-11,Active,2025-09-05,Parent Meeting,Bi-weekly,Phone Call,Weekly,False,5
MAP_INST_001_000248,MEN_INST_001_008,STU_INST_001_0248,2025-01-02,Active,2025-09-07,Progress Update,Monthly,Phone Call,Weekly,False,4
MAP_INST_001_000249,MEN_INST_001_009,STU_INST_001_0249,2024-04-08,Active,2025-08-30,Progress Update,Bi-weekly,Phone Call,Fortnightly,True,1
MAP_INST_001_000250,MEN_INST_001_010,STU_INST_001_0250,2024-12-21,Active,2025-08-28,Progress Update,Daily,WhatsApp,Fortnightly,False,1
MAP_INST_001_000251,MEN_INST_001_011,STU_INST_001_0251,2025-05-23,Active,2025-09-11,Progress Update,Weekly,Email,Fortnightly,False,4
MAP_INST_001_000252,MEN_INST_001_012,STU_INST_001_0252,2024-03-10,Active,2025-09-16,Progress Update,Daily,Email,As Needed,False,3
MAP_INST_001_000253,MEN_INST_001_013,STU_INST_001_0253,2024-09-05,Active,2025-09-13,Behavioral Discussion,Bi-weekly,SMS,As Needed,True,2
MAP_INST_001_000254,MEN_INST_001_014,STU_INST_001_0254,2024-07-08,Active,2025-09-02,Behavioral Discussion,Daily,WhatsApp,As Needed,False,0
MAP_INST_001_000255,MEN_INST_001_015,STU_INST_001_0255,2025-04-25,Active,2025-08-28,Behavioral Discussion,Monthly,Phone Call,Fortnightly,True,5
MAP_INST_001_000256,MEN_INST_001_016,STU_INST_001_0256,2024-06-08,Active,2025-09-03,Progress Update,Bi-weekly,WhatsApp,Monthly,True,5
MAP_INST_001_000257,MEN_INST_001_017,STU_INST_001_0257,2023-11-10,Active,2025-09-10,Behavioral Discussion,Daily,SMS,As Needed,True,1
MAP_INST_001_000258,MEN_INST_001_018,STU_INST_001_0258,2024-07-14,Active,2025-09-12,Counseling Session,Monthly,SMS,As Needed,False,5
MAP_INST_001_000259,MEN_INST_001_019,STU_INST_001_0259,2024-09-12,Active,2025-09-01,Progress Update,Monthly,WhatsApp,Fortnightly,True,5
MAP_INST_001_000260,MEN_INST_001_020,STU_INST_001_0260,2025-01-09,Active,2025-08-30,Parent Meeting,Weekly,Email,Weekly,True,3
MAP_INST_001_000261,MEN_INST_001_021,STU_INST_001_0261,2025-01-31,Active,2025-08-27,Progress Update,Daily,In Person,As Needed,True,3
MAP_INST_001_000262,MEN_INST_001_022,STU_INST_001_0262,2024-06-18,Active,2025-09-10,Academic Review,Weekly,SMS,Monthly,True,0
MAP_INST_001_000263,MEN_INST_001_023,STU_INST_001_0263,2023-11-27,Active,2025-09-11,Counseling Session,Daily,Phone Call,Weekly,True,4
MAP_INST_001_000264,MEN_INST_001_024,STU_INST_001_0264,2025-02-20,Active,2025-09-15,Parent Meeting,Monthly,WhatsApp,Fortnightly,True,3
MAP_INST_001_000265,MEN_INST_001_001,STU_INST_001_0265,2024-06-19,Active,2025-08-28,Progress Update,Monthly,WhatsApp,Fortnightly,True,5
MAP_INST_001_000266,MEN_INST_001_002,STU_INST_001_0266,2024-05-02,Active,2025-09-13,Counseling Session,Daily,In Person,Fortnightly,False,0
MAP_INST_001_000267,MEN_INST_001_003,STU_INST_001_0267,2023-12-31,Active,2025-09-06,Counseling Session,Monthly,Email,Fortnightly,True,4
MAP_INST_001_000268,MEN_INST_001_004,STU_INST_001_0268,2024-09-23,Active,2025-09-13,Progress Update,Weekly,SMS,As Needed,False,4
MAP_INST_001_000269,MEN_INST_001_005,STU_INST_001_0269,2024-11-09,Active,2025-08-31,Academic Review,Monthly,In Person,Weekly,True,1
MAP_INST_001_000270,MEN_INST_001_006,STU_INST_001_0270,2024-01-19,Active,2025-09-07,Parent Meeting,Bi-weekly,WhatsApp,As Needed,True,0
MAP_INST_001_000271,MEN_INST_001_007,STU_INST_001_0271,2024-08-25,Active,2025-08-29,Counseling Session,Bi-weekly,In Person,Fortnightly,True,4
MAP_INST_001_000272,MEN_INST_001_008,STU_INST_001_0272,2023-11-27,Active,2025-09-01,Progress Update,Bi-weekly,Email,Fortnightly,True,2
MAP_INST_001_000273,MEN_INST_001_009,STU_INST_001_0273,2024-05-07,Active,2025-09-08,Progress Update,Monthly,SMS,Monthly,False,1
MAP_INST_001_000274,MEN_INST_001_010,STU_INST_001_0274,2024-08-20,Active,2025-09-01,Academic Review,Daily,Email,Monthly,True,5
MAP_INST_001_000275,MEN_INST_001_011,STU_INST_001_0275,2025-06-13,Active,2025-08-30,Counseling Session,Weekly,SMS,As Needed,False,1
MAP_INST_001_000276,MEN_INST_001_012,STU_INST_001_0276,2025-06-13,Active,2025-09-02,Counseling Session,Bi-weekly,Email,Monthly,False,2
MAP_INST_001_000277,MEN_INST_001_013,STU_INST_001_0277,2025-03-28,Active,2025-08-30,Behavioral Discussion,Weekly,Email,As Needed,True,1
MAP_INST_001_000278,MEN_INST_001_014,STU_INST_001_0278,2025-02-05,Active,2025-09-16,Behavioral Discussion,Monthly,Email,As Needed,False,5
MAP_INST_001_000279,MEN_INST_001_015,STU_INST_001_0279,2024-10-05,Active,2025-08-28,Academic Review,Bi-weekly,WhatsApp,Weekly,True,5
MAP_INST_001_000280,MEN_INST_001_016,STU_INST_001_0280,2025-04-02,Active,2025-08-30,Counseling Session,Weekly,WhatsApp,Fortnightly,True,2
MAP_INST_001_000281,MEN_INST_001_017,STU_INST_001_0281,2024-03-17,Active,2025-09-11,Progress Update,Weekly,SMS,Fortnightly,False,2
MAP_INST_001_000282,MEN_INST_001_018,STU_INST_001_0282,2024-10-30,Active,2025-08-28,Academic Review,Monthly,In Person,As Needed,False,2
MAP_INST_001_000283,MEN_INST_001_019,STU_INST_001_0283,2024-10-09,Active,2025-09-02,Counseling Session,Daily,Phone Call,Fortnightly,False,1
MAP_INST_001_000284,MEN_INST_001_020,STU_INST_001_0284,2024-11-04,Active,2025-09-14,Academic Review,Bi-weekly,WhatsApp,Weekly,True,5
MAP_INST_001_000285,MEN_INST_001_021,STU_INST_001_0285,2025-01-16,Active,2025-09-16,Academic Review,Monthly,Phone Call,As Needed,True,5
MAP_INST_001_000286,MEN_INST_001_022,STU_INST_001_0286,2024-01-15,Active,2025-09-06,Parent Meeting,Weekly,Phone Call,Monthly,True,5
MAP_INST_001_000287,MEN_INST_001_023,STU_INST_001_0287,2024-08-04,Active,2025-09-14,Progress Update,Monthly,Email,Weekly,True,3
MAP_INST_001_000288,MEN_INST_001_024,STU_INST_001_0288,2024-08-12,Active,2025-09-10,Behavioral Discussion,Daily,Phone Call,Weekly,False,1
MAP_INST_001_000289,MEN_INST_001_001,STU_INST_001_0289,2024-12-17,Active,2025-09-04,Counseling Session,Bi-weekly,SMS,Weekly,True,0
MAP_INST_001_000290,MEN_INST_001_002,STU_INST_001_0290,2024-06-04,Active,2025-09-08,Behavioral Discussion,Monthly,WhatsApp,Weekly,True,2
MAP_INST_001_000291,MEN_INST_001_003,STU_INST_001_0291,2023-10-02,Active,2025-09-09,Academic Review,Monthly,In Person,As Needed,True,0
MAP_INST_001_000292,MEN_INST_001_004,STU_INST_001_0292,2025-01-11,Active,2025-09-09,Progress Update,Daily,WhatsApp,Weekly,True,1
MAP_INST_001_000293,MEN_INST_001_005,STU_INST_001_0293,2024-06-13,Active,2025-09-13,Counseling Session,Bi-weekly,Phone Call,Fortnightly,False,5
MAP_INST_001_000294,MEN_INST_001_006,STU_INST_001_0294,2024-05-24,Active,2025-09-02,Counseling Session,Monthly,WhatsApp,Fortnightly,False,2
MAP_INST_001_000295,MEN_INST_001_007,STU_INST_001_0295,2024-09-30,Active,2025-09-05,Behavioral Discussion,Monthly,In Person,Weekly,True,2
MAP_INST_001_000296,MEN_INST_001_008,STU_INST_001_0296,2025-05-24,Active,2025-08-26,Academic Review,Weekly,In Person,Fortnightly,False,3
MAP_INST_001_000297,MEN_INST_001_009,STU_INST_001_0297,2025-07-06,Active,2025-09-02,Behavioral Discussion,Monthly,Email,Weekly,False,4
MAP_INST_001_000298,MEN_INST_001_010,STU_INST_001_0298,2025-03-22,Active,2025-08-27,Behavioral Discussion,Weekly,Phone Call,As Needed,False,0
MAP_INST_001_000299,MEN_INST_001_011,STU_INST_001_0299,2025-05-29,Active,2025-08-30,Counseling Session,Daily,In Person,Monthly,False,3
MAP_INST_001_000300,MEN_INST_001_012,STU_INST_001_0300,2024-10-22,Active,2025-09-16,Parent Meeting,Weekly,In Person,As Needed,False,3
MAP_INST_001_000301,MEN_INST_001_013,STU_INST_001_0301,2025-01-14,Active,2025-09-08,Academic Review,Weekly,SMS,As Needed,True,4
MAP_INST_001_000302,MEN_INST_001_014,STU_INST_001_0302,2024-08-21,Active,2025-08-27,Progress Update,Weekly,Phone Call,Monthly,True,4
MAP_INST_001_000303,MEN_INST_001_015,STU_INST_001_0303,2024-06-06,Active,2025-08-27,Behavioral Discussion,Daily,WhatsApp,Fortnightly,False,4
MAP_INST_001_000304,MEN_INST_001_016,STU_INST_001_0304,2024-06-13,Active,2025-09-05,Counseling Session,Daily,Phone Call,Monthly,False,4
MAP_INST_001_000305,MEN_INST_001_017,STU_INST_001_0305,2024-11-25,Active,2025-09-16,Parent Meeting,Bi-weekly,WhatsApp,As Needed,True,5
MAP_INST_001_000306,MEN_INST_001_018,STU_INST_001_0306,2024-09-26,Active,2025-08-26,Parent Meeting,Bi-weekly,WhatsApp,Fortnightly,False,1
MAP_INST_001_000307,MEN_INST_001_019,STU_INST_001_0307,2024-01-31,Active,2025-09-15,Behavioral Discussion,Weekly,Email,Weekly,False,5
MAP_INST_001_000308,MEN_INST_001_020,STU_INST_001_0308,2024-02-17,Active,2025-09-08,Progress Update,Monthly,Phone Call,Weekly,True,1
MAP_INST_001_000309,MEN_INST_001_021,STU_INST_001_0309,2025-08-09,Active,2025-09-16,Progress Update,Daily,Phone Call,Fortnightly,True,3
MAP_INST_001_000310,MEN_INST_001_022,STU_INST_001_0310,2023-12-15,Active,2025-09-08,Parent Meeting,Daily,Email,Monthly,False,5
MAP_INST_001_000311,MEN_INST_001_023,STU_INST_001_0311,2024-04-05,Active,2025-09-15,Progress Update,Monthly,Phone Call,Weekly,False,4
MAP_INST_001_000312,MEN_INST_001_024,STU_INST_001_0312,2024-04-04,Active,2025-08-29,Progress Update,Monthly,Email,As Needed,True,1
MAP_INST_001_000313,MEN_INST_001_001,STU_INST_001_0313,2024-09-23,Active,2025-09-08,Parent Meeting,Monthly,SMS,Weekly,False,4
MAP_INST_001_000314,MEN_INST_001_002,STU_INST_001_0314,2025-01-31,Active,2025-09-07,Academic Review,Daily,SMS,Fortnightly,False,4
MAP_INST_001_000315,MEN_INST_001_003,STU_INST_001_0315,2024-10-31,Active,2025-09-13,Behavioral Discussion,Weekly,SMS,Fortnightly,False,5
MAP_INST_001_000316,MEN_INST_001_004,STU_INST_001_0316,2024-10-19,Active,2025-09-15,Counseling Session,Bi-weekly,Email,Monthly,True,3
MAP_INST_001_000317,MEN_INST_001_005,STU_INST_001_0317,2024-09-14,Active,2025-09-15,Progress Update,Monthly,Email,Fortnightly,False,5
MAP_INST_001_000318,MEN_INST_001_006,STU_INST_001_0318,2025-06-11,Active,2025-09-09,Academic Review,Weekly,Phone Call,Monthly,False,4
MAP_INST_001_000319,MEN_INST_001_007,STU_INST_001_0319,2024-04-14,Active,2025-09-04,Academic Review,Weekly,SMS,As Needed,False,3
MAP_INST_001_000320,MEN_INST_001_008,STU_INST_001_0320,2024-08-05,Active,2025-09-01,Counseling Session,Monthly,Phone Call,As Needed,False,5
MAP_INST_001_000321,MEN_INST_001_009,STU_INST_001_0321,2024-03-25,Active,2025-08-29,Academic Review,Bi-weekly,Phone Call,Weekly,True,0
MAP_INST_001_000322,MEN_INST_001_010,STU_INST_001_0322,2025-07-14,Active,2025-09-14,Counseling Session,Bi-weekly,Email,Weekly,False,0
MAP_INST_001_000323,MEN_INST_001_011,STU_INST_001_0323,2024-11-09,Active,2025-09-04,Behavioral Discussion,Weekly,SMS,As Needed,False,5
MAP_INST_001_000324,MEN_INST_001_012,STU_INST_001_0324,2025-01-13,Active,2025-09-06,Counseling Session,Bi-weekly,WhatsApp,Monthly,True,2
MAP_INST_001_000325,MEN_INST_001_013,STU_INST_001_0325,2024-03-15,Active,2025-09-13,Academic Review,Bi-weekly,WhatsApp,Weekly,True,3
MAP_INST_001_000326,MEN_INST_001_014,STU_INST_001_0326,2024-01-01,Active,2025-09-13,Academic Review,Monthly,Email,Monthly,True,4
MAP_INST_001_000327,MEN_INST_001_015,STU_INST_001_0327,2023-12-23,Active,2025-09-13,Progress Update,Daily,Email,As Needed,False,2
MAP_INST_001_000328,MEN_INST_001_016,STU_INST_001_0328,2024-07-12,Active,2025-09-14,Counseling Session,Monthly,Phone Call,Fortnightly,True,4
MAP_INST_001_000329,MEN_INST_001_017,STU_INST_001_0329,2025-06-17,Active,2025-09-11,Progress Update,Bi-weekly,SMS,Weekly,True,4
MAP_INST_001_000330,MEN_INST_001_018,STU_INST_001_0330,2024-07-31,Active,2025-09-12,Progress Update,Daily,In Person,As Needed,True,5
MAP_INST_001_000331,MEN_INST_001_019,STU_INST_001_0331,2023-11-11,Active,2025-09-14,Behavioral Discussion,Bi-weekly,WhatsApp,Fortnightly,True,4
MAP_INST_001_000332,MEN_INST_001_020,STU_INST_001_0332,2024-09-27,Active,2025-09-01,Academic Review,Weekly,WhatsApp,Weekly,False,5
MAP_INST_001_000333,MEN_INST_001_021,STU_INST_001_0333,2025-04-23,Active,2025-09-13,Progress Update,Monthly,Phone Call,Monthly,True,1
MAP_INST_001_000334,MEN_INST_001_022,STU_INST_001_0334,2023-10-06,Active,2025-08-30,Parent Meeting,Bi-weekly,In Person,Fortnightly,False,5
